"ID","exon_merge","CDS_merge"
"ENSP00000474279_nt",2714,282
"ENSP00000474385_nt",2658,2166
"ENSP00000474388_nt",2608,2331
"ENSP00000474456_nt",5932,3417
"ENSP00000474487_nt",3975,1011
"ENSP00000474529_nt",3014,2640
"ENSP00000474534_nt",890,783
"ENSP00000474621_nt",1909,1668
"ENSP00000474667_nt",1826,1089
"ENSP00000474678_nt",1651,1356
"ENSP00000474775_nt",1268,1165
"ENSP00000474823_nt",1135,753
"ENSP00000474988_nt",2793,1146
"ENSP00000475025_nt",1491,603
"ENSP00000475028_nt",1676,1608
"ENSP00000475057_nt",1244,273
"ENSP00000475146_nt",1018,522
"ENSP00000475187_nt",2551,864
"ENSP00000475189_nt",3613,1488
"ENSP00000475216_nt",2492,1737
"ENSP00000475253_nt",750,649
"ENSP00000475261_nt",1023,1020
"ENSP00000475270_nt",644,354
"ENSP00000475384_nt",3311,3081
"ENSP00000475473_nt",3615,420
"ENSP00000475489_nt",6351,3549
"ENSP00000475569_nt",1704,1074
"ENSP00000475615_nt",1576,687
"ENSP00000475626_nt",1335,1002
"ENSP00000475641_nt",4170,591
"ENSP00000475682_nt",653,397
"ENSP00000475702_nt",2332,189
"ENSP00000475712_nt",1736,1395
"ENSP00000475724_nt",2083,1425
"ENSP00000475750_nt",10014,615
"ENSP00000475778_nt",6004,3837
"ENSP00000475915_nt",21063,1665
"ENSP00000475924_nt",2121,1104
"ENSP00000475927_nt",3587,528
"ENSP00000475942_nt",4137,498
"ENSP00000475957_nt",559,492
"ENSP00000475979_nt",418,171
"ENSP00000475986_nt",831,516
"ENSP00000476068_nt",524,524
"ENSP00000476100_nt",7481,213
"ENSP00000476117_nt",1608,1296
"ENSP00000476119_nt",9905,516
"ENSP00000476140_nt",1314,378
"ENSP00000476141_nt",316,183
"ENSP00000476145_nt",13230,1515
"ENSP00000476176_nt",2356,1353
"ENSP00000476225_nt",408,150
"ENSP00000476228_nt",3922,930
"ENSP00000476236_nt",3690,3687
"ENSP00000476267_nt",2920,1035
"ENSP00000476313_nt",936,933
"ENSP00000476369_nt",9138,1362
"ENSP00000476384_nt",999,603
"ENSP00000476386_nt",5994,1746
"ENSP00000476396_nt",1707,1530
"ENSP00000476447_nt",5976,5973
"ENSP00000476499_nt",12834,1485
"ENSP00000476510_nt",2026,738
"ENSP00000476519_nt",3625,1629
"ENSP00000476525_nt",1799,387
"ENSP00000476534_nt",1840,1698
"ENSP00000476672_nt",2130,684
"ENSP00000476677_nt",1020,762
"ENSP00000476742_nt",777,378
"ENSP00000476792_nt",4105,1707
"ENSP00000476795_nt",15244,1791
"ENSP00000476815_nt",6529,996
"ENSP00000476820_nt",7034,1551
"ENSP00000476821_nt",1578,1110
"ENSP00000476911_nt",530,399
"ENSP00000476916_nt",4438,3093
"ENSP00000476948_nt",16993,1836
"ENSP00000476951_nt",3147,2394
"ENSP00000476955_nt",660,459
"ENSP00000476960_nt",411,408
"ENSP00000477006_nt",578,285
"ENSP00000477014_nt",1041,1038
"ENSP00000477043_nt",554,300
"ENSP00000477056_nt",2635,1017
"ENSP00000477059_nt",7844,1737
"ENSP00000477141_nt",8197,1032
"ENSP00000477310_nt",6805,267
"ENSP00000477314_nt",5001,2328
"ENSP00000477341_nt",6484,1116
"ENSP00000477378_nt",1909,1428
"ENSP00000477392_nt",2911,1944
"ENSP00000477437_nt",19645,1269
"ENSP00000477443_nt",807,715
"ENSP00000477445_nt",999,996
"ENSP00000477455_nt",30355,4452
"ENSP00000477503_nt",1002,699
"ENSP00000477507_nt",2429,1923
"ENSP00000477509_nt",5494,2595
"ENSP00000477515_nt",7407,3813
"ENSP00000477527_nt",381,378
"ENSP00000477543_nt",1078,633
"ENSP00000477567_nt",1889,1560
"ENSP00000477572_nt",1703,1110
"ENSP00000477587_nt",4648,762
"ENSP00000477590_nt",4865,1611
"ENSP00000477597_nt",5324,5064
"ENSP00000477599_nt",1040,555
"ENSP00000477627_nt",2413,2136
"ENSP00000477630_nt",3342,1899
"ENSP00000477648_nt",4708,348
"ENSP00000477653_nt",2207,594
"ENSP00000477679_nt",2117,1485
"ENSP00000477695_nt",3379,2469
"ENSP00000477697_nt",1677,1674
"ENSP00000477706_nt",5392,3012
"ENSP00000477709_nt",1948,1329
"ENSP00000477716_nt",9128,1725
"ENSP00000477739_nt",1496,1056
"ENSP00000477751_nt",1677,1674
"ENSP00000477776_nt",7120,1374
"ENSP00000477781_nt",4814,591
"ENSP00000477802_nt",3549,582
"ENSP00000477812_nt",1959,477
"ENSP00000477815_nt",1125,888
"ENSP00000477817_nt",4437,2424
"ENSP00000477818_nt",1789,1140
"ENSP00000477829_nt",3425,1218
"ENSP00000477832_nt",1677,1674
"ENSP00000477841_nt",3722,2013
"ENSP00000477848_nt",2141,1680
"ENSP00000477850_nt",242,138
"ENSP00000477856_nt",968,675
"ENSP00000477870_nt",297,294
"ENSP00000477871_nt",995,324
"ENSP00000477875_nt",3154,396
"ENSP00000477878_nt",4243,1683
"ENSP00000477907_nt",381,378
"ENSP00000477908_nt",778,276
"ENSP00000477920_nt",2148,1533
"ENSP00000477935_nt",2905,333
"ENSP00000477973_nt",4380,3678
"ENSP00000477989_nt",2775,273
"ENSP00000478024_nt",1506,360
"ENSP00000478026_nt",2174,1095
"ENSP00000478059_nt",4356,2373
"ENSP00000478061_nt",4275,996
"ENSP00000478070_nt",3234,1275
"ENSP00000478082_nt",1084,567
"ENSP00000478145_nt",4462,4329
"ENSP00000478171_nt",3965,2571
"ENSP00000478179_nt",6151,5913
"ENSP00000478220_nt",2847,2091
"ENSP00000478253_nt",3475,2937
"ENSP00000478257_nt",2642,1155
"ENSP00000478258_nt",4578,2769
"ENSP00000478266_nt",4961,1158
"ENSP00000478273_nt",2881,1707
"ENSP00000478276_nt",2461,1317
"ENSP00000478290_nt",7204,1377
"ENSP00000478298_nt",3456,1776
"ENSP00000478305_nt",2322,1755
"ENSP00000478319_nt",14606,552
"ENSP00000478345_nt",6812,1665
"ENSP00000478371_nt",8651,8436
"ENSP00000478384_nt",2804,1260
"ENSP00000478388_nt",4931,339
"ENSP00000478426_nt",2116,1647
"ENSP00000478458_nt",4147,3381
"ENSP00000478473_nt",2081,1647
"ENSP00000478478_nt",2620,2004
"ENSP00000478479_nt",4894,705
"ENSP00000478523_nt",738,735
"ENSP00000478532_nt",1990,1704
"ENSP00000478552_nt",4460,2841
"ENSP00000478557_nt",1925,1146
"ENSP00000478565_nt",1677,1674
"ENSP00000478568_nt",403,331
"ENSP00000478589_nt",2255,2016
"ENSP00000478590_nt",5789,2622
"ENSP00000478591_nt",1461,786
"ENSP00000478598_nt",2776,1878
"ENSP00000478600_nt",2632,2208
"ENSP00000478606_nt",4415,2391
"ENSP00000478609_nt",7061,4371
"ENSP00000478637_nt",13978,1935
"ENSP00000478639_nt",2873,1857
"ENSP00000478671_nt",5379,3864
"ENSP00000478695_nt",1352,846
"ENSP00000478721_nt",2942,1830
"ENSP00000478752_nt",14425,11529
"ENSP00000478755_nt",4382,1209
"ENSP00000478757_nt",580,559
"ENSP00000478763_nt",4570,1524
"ENSP00000478766_nt",530,402
"ENSP00000478767_nt",4167,2451
"ENSP00000478776_nt",2002,1671
"ENSP00000478813_nt",1378,921
"ENSP00000478834_nt",1549,1230
"ENSP00000478837_nt",897,606
"ENSP00000478874_nt",8153,1155
"ENSP00000478886_nt",1862,825
"ENSP00000478892_nt",3333,1065
"ENSP00000478901_nt",18220,1836
"ENSP00000478927_nt",5398,1524
"ENSP00000478939_nt",1904,1472
"ENSP00000478941_nt",1850,1566
"ENSP00000478995_nt",3882,1938
"ENSP00000479019_nt",1760,1560
"ENSP00000479027_nt",5567,4614
"ENSP00000479036_nt",4926,4923
"ENSP00000479037_nt",10226,7098
"ENSP00000479064_nt",609,330
"ENSP00000479068_nt",4639,4218
"ENSP00000479069_nt",1641,1638
"ENSP00000479072_nt",3484,2910
"ENSP00000479094_nt",11700,11577
"ENSP00000479104_nt",6813,1644
"ENSP00000479113_nt",10768,1401
"ENSP00000479153_nt",3336,1644
"ENSP00000479168_nt",710,561
"ENSP00000479169_nt",2060,378
"ENSP00000479181_nt",1030,555
"ENSP00000479192_nt",897,768
"ENSP00000479203_nt",1148,879
"ENSP00000479240_nt",914,684
"ENSP00000479241_nt",6045,2652
"ENSP00000479243_nt",1035,615
"ENSP00000479248_nt",9272,2460
"ENSP00000479256_nt",4935,2433
"ENSP00000479258_nt",1680,645
"ENSP00000479266_nt",3034,1902
"ENSP00000479284_nt",2364,378
"ENSP00000479292_nt",3488,585
"ENSP00000479319_nt",678,504
"ENSP00000479326_nt",6105,4917
"ENSP00000479342_nt",4773,4026
"ENSP00000479348_nt",896,554
"ENSP00000479355_nt",1916,1434
"ENSP00000479362_nt",1705,1566
"ENSP00000479370_nt",3584,888
"ENSP00000479379_nt",4369,1080
"ENSP00000479396_nt",632,462
"ENSP00000479431_nt",393,390
"ENSP00000479449_nt",2901,2235
"ENSP00000479504_nt",6362,1797
"ENSP00000479510_nt",4248,2898
"ENSP00000479518_nt",4054,2910
"ENSP00000479536_nt",2222,1311
"ENSP00000479540_nt",1575,948
"ENSP00000479542_nt",2130,2019
"ENSP00000479545_nt",2222,2001
"ENSP00000479553_nt",1900,1224
"ENSP00000479580_nt",3910,1086
"ENSP00000479586_nt",1293,393
"ENSP00000479606_nt",8587,5037
"ENSP00000479616_nt",1623,603
"ENSP00000479618_nt",1365,1362
"ENSP00000479636_nt",6107,2367
"ENSP00000479638_nt",2202,2163
"ENSP00000479656_nt",721,261
"ENSP00000479664_nt",2398,2064
"ENSP00000479667_nt",26795,2406
"ENSP00000479679_nt",5108,4884
"ENSP00000479684_nt",7277,4449
"ENSP00000479703_nt",1871,1101
"ENSP00000479708_nt",2818,528
"ENSP00000479719_nt",4210,3834
"ENSP00000479730_nt",778,477
"ENSP00000479735_nt",3855,1986
"ENSP00000479739_nt",1677,1674
"ENSP00000479755_nt",1856,744
"ENSP00000479762_nt",3014,597
"ENSP00000479773_nt",4162,3849
"ENSP00000479816_nt",8378,2325
"ENSP00000479850_nt",969,645
"ENSP00000479860_nt",1096,693
"ENSP00000479861_nt",3446,1188
"ENSP00000479870_nt",1224,654
"ENSP00000479872_nt",671,402
"ENSP00000479879_nt",3489,2772
"ENSP00000479884_nt",4507,2475
"ENSP00000479910_nt",7578,3279
"ENSP00000479919_nt",6456,1182
"ENSP00000479955_nt",1324,267
"ENSP00000479973_nt",8126,1188
"ENSP00000479983_nt",8410,7536
"ENSP00000479984_nt",6891,4947
"ENSP00000480024_nt",7983,7104
"ENSP00000480027_nt",1845,1434
"ENSP00000480043_nt",2064,1257
"ENSP00000480050_nt",2674,1746
"ENSP00000480053_nt",2282,552
"ENSP00000480056_nt",8132,1221
"ENSP00000480059_nt",395,285
"ENSP00000480078_nt",1041,780
"ENSP00000480090_nt",5199,5196
"ENSP00000480122_nt",1720,1428
"ENSP00000480140_nt",4028,846
"ENSP00000480150_nt",4529,2997
"ENSP00000480157_nt",3041,2262
"ENSP00000480158_nt",6751,5940
"ENSP00000480174_nt",1677,1674
"ENSP00000480176_nt",689,432
"ENSP00000480186_nt",1619,1512
"ENSP00000480195_nt",1364,684
"ENSP00000480218_nt",4061,2238
"ENSP00000480240_nt",1040,678
"ENSP00000480279_nt",3558,1383
"ENSP00000480291_nt",2977,1671
"ENSP00000480301_nt",3582,3342
"ENSP00000480313_nt",1640,804
"ENSP00000480314_nt",3588,2760
"ENSP00000480316_nt",3849,3072
"ENSP00000480322_nt",3742,816
"ENSP00000480333_nt",4170,3786
"ENSP00000480336_nt",2101,1656
"ENSP00000480355_nt",1715,1542
"ENSP00000480364_nt",2300,1392
"ENSP00000480376_nt",4013,2172
"ENSP00000480421_nt",2905,2628
"ENSP00000480427_nt",1030,606
"ENSP00000480439_nt",1722,906
"ENSP00000480443_nt",1580,999
"ENSP00000480465_nt",2971,2322
"ENSP00000480467_nt",1539,570
"ENSP00000480474_nt",6233,3426
"ENSP00000480476_nt",4031,3864
"ENSP00000480477_nt",3489,1887
"ENSP00000480483_nt",1795,504
"ENSP00000480489_nt",4135,3099
"ENSP00000480492_nt",1837,1179
"ENSP00000480524_nt",3560,2847
"ENSP00000480527_nt",711,240
"ENSP00000480538_nt",2598,2109
"ENSP00000480556_nt",3495,1434
"ENSP00000480558_nt",784,279
"ENSP00000480571_nt",1608,1605
"ENSP00000480573_nt",3371,1350
"ENSP00000480583_nt",1314,981
"ENSP00000480615_nt",2206,1893
"ENSP00000480626_nt",10730,3531
"ENSP00000480627_nt",548,270
"ENSP00000480660_nt",7977,3420
"ENSP00000480676_nt",2585,2349
"ENSP00000480680_nt",2292,2262
"ENSP00000480703_nt",6376,1377
"ENSP00000480704_nt",1633,696
"ENSP00000480705_nt",1113,975
"ENSP00000480707_nt",895,630
"ENSP00000480715_nt",2400,2106
"ENSP00000480718_nt",591,570
"ENSP00000480722_nt",1497,969
"ENSP00000480749_nt",1196,1029
"ENSP00000480763_nt",8421,3114
"ENSP00000480799_nt",1218,1215
"ENSP00000480836_nt",4961,1527
"ENSP00000480851_nt",3612,1959
"ENSP00000480866_nt",939,936
"ENSP00000480884_nt",3399,1152
"ENSP00000480908_nt",1509,1218
"ENSP00000480916_nt",10024,2178
"ENSP00000480946_nt",909,906
"ENSP00000480971_nt",4100,1254
"ENSP00000480986_nt",1652,789
"ENSP00000480998_nt",1109,723
"ENSP00000481006_nt",3132,831
"ENSP00000481008_nt",3714,1629
"ENSP00000481022_nt",4509,1014
"ENSP00000481038_nt",6793,3759
"ENSP00000481054_nt",4233,3063
"ENSP00000481063_nt",4878,2709
"ENSP00000481078_nt",1710,1296
"ENSP00000481105_nt",8146,7398
"ENSP00000481110_nt",2475,1845
"ENSP00000481114_nt",820,735
"ENSP00000481120_nt",9055,8175
"ENSP00000481126_nt",3313,2823
"ENSP00000481142_nt",557,252
"ENSP00000481149_nt",5986,4059
"ENSP00000481174_nt",1550,963
"ENSP00000481185_nt",461,432
"ENSP00000481203_nt",1405,1191
"ENSP00000481216_nt",558,555
"ENSP00000481256_nt",2903,240
"ENSP00000481258_nt",1790,1647
"ENSP00000481269_nt",1635,702
"ENSP00000481296_nt",2766,2763
"ENSP00000481301_nt",2978,1512
"ENSP00000481347_nt",1317,672
"ENSP00000481357_nt",624,411
"ENSP00000481358_nt",1220,1038
"ENSP00000481396_nt",2398,1635
"ENSP00000481429_nt",1039,942
"ENSP00000481476_nt",2363,1764
"ENSP00000481495_nt",5612,2577
"ENSP00000481508_nt",2148,1647
"ENSP00000481542_nt",4602,4344
"ENSP00000481543_nt",1920,1785
"ENSP00000481556_nt",3132,2925
"ENSP00000481559_nt",1857,1059
"ENSP00000481571_nt",889,441
"ENSP00000481581_nt",2272,1395
"ENSP00000481603_nt",1677,1674
"ENSP00000481625_nt",6526,2163
"ENSP00000481626_nt",5462,1212
"ENSP00000481633_nt",734,600
"ENSP00000481684_nt",2154,1104
"ENSP00000481694_nt",6283,1215
"ENSP00000481699_nt",1769,1245
"ENSP00000481707_nt",2835,1437
"ENSP00000481712_nt",5676,2106
"ENSP00000481718_nt",1677,1674
"ENSP00000481721_nt",3349,2784
"ENSP00000481745_nt",475,300
"ENSP00000481773_nt",1031,891
"ENSP00000481780_nt",5626,4011
"ENSP00000481815_nt",1353,1350
"ENSP00000481824_nt",3917,1737
"ENSP00000481835_nt",4535,2010
"ENSP00000481841_nt",825,387
"ENSP00000481848_nt",13057,2238
"ENSP00000481850_nt",4934,2469
"ENSP00000481862_nt",5964,4473
"ENSP00000481883_nt",1704,1038
"ENSP00000481917_nt",3555,2769
"ENSP00000481920_nt",1700,771
"ENSP00000481937_nt",1809,1788
"ENSP00000481950_nt",1912,1161
"ENSP00000481956_nt",2687,1557
"ENSP00000481966_nt",4450,4110
"ENSP00000481984_nt",1291,363
"ENSP00000482001_nt",1904,1695
"ENSP00000482030_nt",1465,1314
"ENSP00000482075_nt",2077,492
"ENSP00000482083_nt",1788,1428
"ENSP00000482107_nt",3264,2757
"ENSP00000482117_nt",5234,1506
"ENSP00000482119_nt",2606,2454
"ENSP00000482138_nt",2557,2046
"ENSP00000482169_nt",4082,1629
"ENSP00000482180_nt",5716,2034
"ENSP00000482202_nt",2312,1512
"ENSP00000482228_nt",5582,1275
"ENSP00000482229_nt",7857,1743
"ENSP00000482232_nt",615,441
"ENSP00000482259_nt",904,276
"ENSP00000482264_nt",3711,1464
"ENSP00000482285_nt",2724,1713
"ENSP00000482313_nt",3809,3624
"ENSP00000482314_nt",1506,1197
"ENSP00000482325_nt",3964,2469
"ENSP00000482335_nt",4536,2337
"ENSP00000482345_nt",2063,1647
"ENSP00000482358_nt",1090,849
"ENSP00000482374_nt",4456,4038
"ENSP00000482390_nt",1614,1068
"ENSP00000482396_nt",2939,2532
"ENSP00000482410_nt",9124,1704
"ENSP00000482437_nt",2069,1854
"ENSP00000482442_nt",634,432
"ENSP00000482457_nt",8707,3795
"ENSP00000482482_nt",1357,972
"ENSP00000482502_nt",3113,2004
"ENSP00000482504_nt",1998,1230
"ENSP00000482512_nt",638,525
"ENSP00000482515_nt",6115,1764
"ENSP00000482523_nt",2498,456
"ENSP00000482540_nt",4160,3177
"ENSP00000482546_nt",2405,1641
"ENSP00000482548_nt",5734,1248
"ENSP00000482568_nt",2138,714
"ENSP00000482591_nt",3325,1095
"ENSP00000482600_nt",1355,1287
"ENSP00000482613_nt",1010,390
"ENSP00000482620_nt",8628,1911
"ENSP00000482630_nt",2065,1647
"ENSP00000482635_nt",505,237
"ENSP00000482649_nt",7442,3090
"ENSP00000482674_nt",381,378
"ENSP00000482704_nt",1598,780
"ENSP00000482705_nt",701,621
"ENSP00000482709_nt",1124,1110
"ENSP00000482732_nt",7813,1779
"ENSP00000482736_nt",249,246
"ENSP00000482758_nt",562,387
"ENSP00000482773_nt",1279,1161
"ENSP00000482797_nt",2986,2274
"ENSP00000482815_nt",2604,1032
"ENSP00000482819_nt",3675,1920
"ENSP00000482829_nt",4705,2349
"ENSP00000482835_nt",3415,2853
"ENSP00000482836_nt",882,879
"ENSP00000482867_nt",1368,828
"ENSP00000482878_nt",1386,1254
"ENSP00000482879_nt",725,242
"ENSP00000482890_nt",1492,834
"ENSP00000482899_nt",2785,2211
"ENSP00000482916_nt",695,666
"ENSP00000482925_nt",1026,1023
"ENSP00000482932_nt",2096,474
"ENSP00000482950_nt",6048,1236
"ENSP00000482954_nt",11688,1866
"ENSP00000482955_nt",917,444
"ENSP00000482973_nt",2874,1884
"ENSP00000483005_nt",3466,891
"ENSP00000483018_nt",1147,1119
"ENSP00000483037_nt",1523,921
"ENSP00000483038_nt",3264,1605
"ENSP00000483103_nt",1813,1743
"ENSP00000483125_nt",2396,2082
"ENSP00000483154_nt",1790,1266
"ENSP00000483186_nt",3265,345
"ENSP00000483195_nt",849,456
"ENSP00000483228_nt",4385,2547
"ENSP00000483236_nt",6340,1026
"ENSP00000483239_nt",1133,939
"ENSP00000483259_nt",8165,6996
"ENSP00000483300_nt",9961,7149
"ENSP00000483312_nt",1323,945
"ENSP00000483313_nt",5676,1494
"ENSP00000483345_nt",2281,2013
"ENSP00000483354_nt",1957,1056
"ENSP00000483356_nt",1479,1146
"ENSP00000483386_nt",6105,4917
"ENSP00000483397_nt",2181,2178
"ENSP00000483403_nt",4529,1935
"ENSP00000483408_nt",5230,3027
"ENSP00000483409_nt",6083,5886
"ENSP00000483424_nt",5321,2388
"ENSP00000483433_nt",813,745
"ENSP00000483444_nt",494,423
"ENSP00000483453_nt",8229,3942
"ENSP00000483462_nt",1709,660
"ENSP00000483467_nt",1270,1077
"ENSP00000483484_nt",4594,780
"ENSP00000483488_nt",1542,825
"ENSP00000483490_nt",1419,1029
"ENSP00000483494_nt",3337,2376
"ENSP00000483510_nt",3388,1818
"ENSP00000483519_nt",1680,1677
"ENSP00000483521_nt",4625,420
"ENSP00000483523_nt",6577,2040
"ENSP00000483540_nt",5051,1890
"ENSP00000483541_nt",9944,9795
"ENSP00000483549_nt",1177,852
"ENSP00000483562_nt",4942,3021
"ENSP00000483570_nt",2767,2079
"ENSP00000483593_nt",2311,2004
"ENSP00000483595_nt",5924,4287
"ENSP00000483609_nt",667,276
"ENSP00000483613_nt",661,516
"ENSP00000483619_nt",1008,567
"ENSP00000483631_nt",2618,1314
"ENSP00000483673_nt",4178,2430
"ENSP00000483678_nt",2174,1629
"ENSP00000483679_nt",2908,2178
"ENSP00000483688_nt",773,615
"ENSP00000483713_nt",1241,693
"ENSP00000483720_nt",5685,2556
"ENSP00000483729_nt",7430,4137
"ENSP00000483751_nt",2784,2058
"ENSP00000483764_nt",2691,1347
"ENSP00000483770_nt",1321,1128
"ENSP00000483781_nt",2074,381
"ENSP00000483811_nt",530,351
"ENSP00000483825_nt",2069,1461
"ENSP00000483827_nt",3921,3801
"ENSP00000483831_nt",1190,504
"ENSP00000483853_nt",2772,2769
"ENSP00000483872_nt",1863,849
"ENSP00000483879_nt",4893,2058
"ENSP00000483921_nt",4465,1107
"ENSP00000483931_nt",4644,3651
"ENSP00000483946_nt",4159,1797
"ENSP00000483965_nt",2076,1647
"ENSP00000483976_nt",1527,891
"ENSP00000483981_nt",1641,1638
"ENSP00000483983_nt",2255,1791
"ENSP00000483989_nt",991,912
"ENSP00000483990_nt",1496,183
"ENSP00000484026_nt",1700,633
"ENSP00000484052_nt",2286,240
"ENSP00000484056_nt",3354,1209
"ENSP00000484068_nt",1244,1110
"ENSP00000484078_nt",1073,339
"ENSP00000484105_nt",2308,1527
"ENSP00000484121_nt",3846,1122
"ENSP00000484130_nt",2238,1011
"ENSP00000484179_nt",1347,714
"ENSP00000484181_nt",2116,1647
"ENSP00000484190_nt",1835,492
"ENSP00000484232_nt",4404,1620
"ENSP00000484252_nt",1925,1668
"ENSP00000484258_nt",1757,675
"ENSP00000484261_nt",587,345
"ENSP00000484263_nt",945,669
"ENSP00000484269_nt",966,963
"ENSP00000484277_nt",1508,504
"ENSP00000484289_nt",2553,1938
"ENSP00000484302_nt",816,576
"ENSP00000484306_nt",2821,330
"ENSP00000484343_nt",1570,1185
"ENSP00000484355_nt",6066,3903
"ENSP00000484365_nt",5455,4032
"ENSP00000484378_nt",1677,1674
"ENSP00000484383_nt",1218,837
"ENSP00000484398_nt",3227,3006
"ENSP00000484403_nt",2150,1653
"ENSP00000484443_nt",2414,1518
"ENSP00000484479_nt",987,567
"ENSP00000484497_nt",1921,1695
"ENSP00000484525_nt",5866,2883
"ENSP00000484569_nt",874,762
"ENSP00000484580_nt",3450,615
"ENSP00000484601_nt",1010,567
"ENSP00000484616_nt",2839,2718
"ENSP00000484618_nt",2602,162
"ENSP00000484621_nt",2182,1056
"ENSP00000484640_nt",2503,1152
"ENSP00000484687_nt",951,465
"ENSP00000484703_nt",7048,5892
"ENSP00000484710_nt",3719,1137
"ENSP00000484713_nt",5807,3522
"ENSP00000484718_nt",611,416
"ENSP00000484732_nt",1257,987
"ENSP00000484736_nt",1161,1107
"ENSP00000484770_nt",3038,1449
"ENSP00000484803_nt",7140,2079
"ENSP00000484804_nt",5759,2454
"ENSP00000484807_nt",4256,4041
"ENSP00000484810_nt",2538,1959
"ENSP00000484875_nt",2034,1251
"ENSP00000484893_nt",866,162
"ENSP00000484903_nt",1705,918
"ENSP00000484928_nt",6513,2748
"ENSP00000484945_nt",504,420
"ENSP00000484969_nt",963,711
"ENSP00000484981_nt",8980,7842
"ENSP00000485010_nt",4657,3393
"ENSP00000485031_nt",186,183
"ENSP00000485033_nt",5761,5658
"ENSP00000485108_nt",1182,1179
"ENSP00000485118_nt",4256,4041
"ENSP00000485141_nt",213,210
"ENSP00000485150_nt",985,978
"ENSP00000485206_nt",660,492
"ENSP00000485216_nt",2051,414
"ENSP00000485230_nt",1691,1206
"ENSP00000485238_nt",6174,6171
"ENSP00000485243_nt",1593,1590
"ENSP00000485258_nt",1863,1434
"ENSP00000485276_nt",3248,2613
"ENSP00000485306_nt",1593,1590
"ENSP00000485308_nt",2517,1050
"ENSP00000485316_nt",505,285
"ENSP00000485323_nt",1593,1590
"ENSP00000485337_nt",2022,1590
"ENSP00000485364_nt",1593,1590
"ENSP00000485377_nt",566,138
"ENSP00000485378_nt",1698,1509
"ENSP00000485401_nt",2180,273
"ENSP00000485448_nt",1679,1497
"ENSP00000485450_nt",882,879
"ENSP00000485473_nt",2067,1437
"ENSP00000485478_nt",6781,2577
"ENSP00000485514_nt",8912,8748
"ENSP00000485524_nt",658,483
"ENSP00000485526_nt",2530,1521
"ENSP00000485527_nt",1992,1695
"ENSP00000485547_nt",1570,1236
"ENSP00000485552_nt",743,624
"ENSP00000485583_nt",1186,420
"ENSP00000485615_nt",3634,609
"ENSP00000485627_nt",1827,1395
"ENSP00000485628_nt",4256,4041
"ENSP00000485629_nt",2685,324
"ENSP00000485653_nt",601,381
"ENSP00000485656_nt",1863,1434
"ENSP00000485662_nt",1209,1206
"ENSP00000485664_nt",513,465
"ENSP00000485668_nt",1125,948
"ENSP00000485698_nt",1146,735
"ENSP00000485957_nt",435,432
"ENSP00000486073_nt",696,294
"ENSP00000486109_nt",3009,2946
"ENSP00000486112_nt",2807,2385
"ENSP00000486116_nt",7458,3960
"ENSP00000486197_nt",953,435
"ENSP00000486252_nt",792,789
"ENSP00000486291_nt",1591,1413
"ENSP00000486306_nt",3237,2199
"ENSP00000486314_nt",3555,3552
"ENSP00000486320_nt",3856,3624
"ENSP00000486357_nt",6010,3834
"ENSP00000486361_nt",620,444
"ENSP00000486433_nt",1783,390
"ENSP00000486463_nt",9862,4029
"ENSP00000486540_nt",1621,993
"ENSP00000486574_nt",2029,1698
"ENSP00000486577_nt",1723,1434
"ENSP00000486578_nt",4606,1200
"ENSP00000486610_nt",5875,4647
"ENSP00000486623_nt",808,378
"ENSP00000486676_nt",1783,1107
"ENSP00000486723_nt",7338,5061
"ENSP00000486725_nt",2625,1581
"ENSP00000486784_nt",2741,2592
"ENSP00000486901_nt",3678,3258
"ENSP00000486987_nt",770,726
"ENSP00000487041_nt",3868,3699
"ENSP00000487073_nt",918,915
"ENSP00000487094_nt",192,131
"ENSP00000487130_nt",303,300
"ENSP00000487146_nt",894,386
"ENSP00000487331_nt",1073,894
"ENSP00000487358_nt",2786,2040
"ENSP00000487365_nt",3570,2580
"ENSP00000487420_nt",4434,1098
"ENSP00000487444_nt",7498,7494
"ENSP00000487693_nt",1017,819
"ENSP00000487717_nt",930,927
"ENSP00000487719_nt",1380,723
"ENSP00000487800_nt",4379,3222
"ENSP00000487815_nt",4299,4296
"ENSP00000487849_nt",2098,1746
"ENSP00000487968_nt",1659,759
"ENSP00000487971_nt",4132,2556
"ENSP00000488010_nt",9909,6393
"ENSP00000488022_nt",5095,2979
"ENSP00000488034_nt",3434,1056
"ENSP00000488055_nt",2955,2121
"ENSP00000488117_nt",4785,2751
"ENSP00000488153_nt",1010,810
"ENSP00000488181_nt",778,753
"ENSP00000488251_nt",4787,2751
"ENSP00000488257_nt",1224,1221
"ENSP00000488302_nt",3348,1734
"ENSP00000488305_nt",918,297
"ENSP00000488361_nt",1296,1293
"ENSP00000488378_nt",1876,1125
"ENSP00000488422_nt",1952,1599
"ENSP00000488437_nt",852,783
"ENSP00000488481_nt",6484,4116
"ENSP00000488486_nt",1197,1194
"ENSP00000488500_nt",2192,1941
"ENSP00000488558_nt",2062,1608
"ENSP00000488568_nt",1315,1119
"ENSP00000488624_nt",9195,9192
"ENSP00000488643_nt",5230,234
"ENSP00000488668_nt",13660,3675
"ENSP00000488696_nt",4203,2142
"ENSP00000488740_nt",1005,1002
"ENSP00000488748_nt",422,138
"ENSP00000488821_nt",1917,552
"ENSP00000488831_nt",3871,3231
"ENSP00000488907_nt",4795,204
